id,root
2999,9
3000,28
3001,10
3002,10
3003,13
3004,2
3005,12
3006,15
3007,15
3008,31
3009,14
3010,16
3011,3
3012,19
3013,11
3014,3
3015,19
3016,16
3017,6
3018,32
3019,17
3020,8
3021,19
3022,4
3023,29
3024,22
3025,11
3026,8
3027,29
3028,32
3029,12
3030,1
3031,1
3032,7
3033,10
3034,33
3035,19
3036,3
3037,13
3038,8
3039,4
3040,18
3041,3
3042,13
3043,14
3044,3
3045,19
3046,1
3047,24
3048,13
3049,8
3050,19
3051,35
3052,2
3053,7
3054,17
3055,19
3056,5
3057,14
3058,5
3059,11
3060,16
3061,16
3062,5
3063,16
3064,5
3065,24
3066,8
3067,12
3068,7
3069,9
3070,8
3071,21
3072,3
3073,7
3074,20
3075,8
3076,1
3077,12
3078,3
3079,12
3080,17
3081,1
3082,22
3083,2
3084,3
3085,3
3086,10
3087,29
3088,3
3089,5
3090,18
3091,2
3092,24
3093,9
3094,22
3095,2
3096,20
3097,8
3098,6
3099,4
3100,10
3101,12
3102,1
3103,6
3104,10
3105,8
3106,1
3107,3
3108,21
3109,6
3110,11
3111,3
3112,13
3113,4
3114,5
3115,1
3116,13
3117,1
3118,7
3119,9
3120,8
3121,3
3122,23
3123,21
3124,32
3125,3
3126,7
3127,15
3128,8
3129,7
3130,7
3131,15
3132,9
3133,6
3134,15
3135,3
3136,11
3137,29
3138,11
3139,21
3140,21
3141,16
3142,10
3143,9
3144,20
3145,10
3146,5
3147,12
3148,17
3149,17
3150,10
3151,5
3152,14
3153,9
3154,13
3155,15
3156,15
3157,7
3158,9
3159,3
3160,18
3161,7
3162,21
3163,34
3164,2
3165,22
3166,16
3167,2
3168,4
3169,13
3170,22
3171,10
3172,7
3173,12
3174,4
3175,13
3176,9
3177,4
3178,32
3179,3
3180,12
3181,17
3182,17
3183,6
3184,18
3185,4
3186,15
3187,6
3188,6
3189,3
3190,17
3191,14
3192,30
3193,16
3194,7
3195,20
3196,14
3197,15
3198,9
3199,10
3200,8
3201,28
3202,23
3203,9
3204,22
3205,5
3206,6
3207,4
3208,11
3209,27
3210,9
3211,14
3212,5
3213,10
3214,9
3215,5
3216,21
3217,1
3218,5
3219,15
3220,6
3221,13
3222,11
3223,7
3224,21
3225,7
3226,14
3227,11
3228,9
3229,33
3230,22
3231,11
3232,28
3233,17
3234,11
3235,7
3236,7
3237,24
3238,7
3239,4
3240,2
3241,1
3242,8
3243,13
3244,34
3245,46
3246,8
3247,22
3248,4
3249,17
3250,16
3251,8
3252,7
3253,9
3254,7
3255,1
3256,17
3257,9
3258,8
3259,7
3260,7
3261,23
3262,3
3263,27
3264,7
3265,9
3266,12
3267,1
3268,15
3269,6
3270,20
3271,6
3272,22
3273,31
3274,22
3275,13
3276,6
3277,17
3278,8
3279,5
3280,11
3281,4
3282,25
3283,18
3284,18
3285,8
3286,7
3287,13
3288,6
3289,2
3290,29
3291,13
3292,8
3293,12
3294,2
3295,3
3296,14
3297,7
3298,8
3299,3
3300,10
3301,4
3302,4
3303,6
3304,21
3305,1
3306,7
3307,9
3308,5
3309,14
3310,7
3311,8
3312,2
3313,20
3314,22
3315,12
3316,6
3317,14
3318,1
3319,17
3320,10
3321,15
3322,24
3323,19
3324,13
3325,10
3326,16
3327,6
3328,15
3329,10
3330,3
3331,5
3332,9
3333,15
3334,14
3335,8
3336,1
3337,11
3338,3
3339,3
3340,30
3341,18
3342,12
3343,46
3344,11
3345,14
3346,4
3347,7
3348,10
3349,4
3350,13
3351,9
3352,17
3353,6
3354,3
3355,8
3356,15
3357,7
3358,12
3359,13
3360,8
3361,1
3362,3
3363,14
3364,4
3365,6
3366,6
3367,7
3368,37
3369,16
3370,9
3371,16
3372,17
3373,9
3374,10
3375,11
3376,13
3377,12
3378,3
3379,1
3380,5
3381,14
3382,5
3383,8
3384,9
3385,11
3386,7
3387,13
3388,8
3389,15
3390,4
3391,16
3392,8
3393,1
3394,20
3395,14
3396,3
3397,9
3398,2
3399,11
3400,13
3401,4
3402,8
3403,5
3404,21
3405,3
3406,16
3407,9
3408,11
3409,20
3410,13
3411,19
3412,2
3413,20
3414,1
3415,5
3416,10
3417,12
3418,17
3419,10
3420,3
3421,11
3422,24
3423,7
3424,6
3425,16
3426,17
3427,3
3428,1
3429,12
3430,7
3431,16
3432,8
3433,5
3434,1
3435,4
3436,14
3437,12
3438,1
3439,1
3440,10
3441,11
3442,19
3443,10
3444,4
3445,9
3446,9
3447,24
3448,12
3449,21
3450,23
3451,18
3452,6
3453,13
3454,11
3455,12
3456,5
3457,13
3458,17
3459,20
3460,22
3461,27
3462,20
3463,24
3464,19
3465,3
3466,33
3467,4
3468,26
3469,7
3470,2
3471,16
3472,1
3473,12
3474,12
3475,12
3476,27
3477,11
3478,7
3479,11
3480,14
3481,3
3482,14
3483,9
3484,15
3485,10
3486,7
3487,12
3488,5
3489,16
3490,10
3491,8
3492,1
3493,10
3494,7
3495,28
3496,1
3497,12
3498,1
3499,9
3500,8
3501,5
3502,17
3503,15
3504,18
3505,16
3506,4
3507,14
3508,15
3509,8
3510,5
3511,15
3512,4
3513,25
3514,11
3515,10
3516,11
3517,6
3518,10
3519,21
3520,14
3521,18
3522,5
3523,29
3524,11
3525,9
3526,2
3527,11
3528,3
3529,20
3530,2
3531,3
3532,13
3533,18
3534,1
3535,16
3536,2
3537,8
3538,12
3539,2
3540,9
3541,16
3542,13
3543,11
3544,20
3545,12
3546,13
3547,7
3548,10
3549,14
3550,6
3551,9
3552,19
3553,14
3554,10
3555,1
3556,18
3557,21
3558,1
3559,4
3560,11
3561,10
3562,3
3563,6
3564,6
3565,13
3566,22
3567,3
3568,5
3569,1
3570,2
3571,1
3572,10
3573,1
3574,14
3575,18
3576,5
3577,20
3578,28
3579,2
3580,16
3581,9
3582,2
3583,9
3584,10
3585,2
3586,11
3587,6
3588,6
3589,10
3590,3
3591,16
3592,1
3593,13
3594,20
3595,2
3596,25
3597,8
3598,18
3599,1
3600,13
3601,5
3602,2
3603,19
3604,5
3605,5
3606,4
3607,11
3608,10
3609,13
3610,13
3611,1
3612,1
3613,8
3614,5
3615,12
3616,3
3617,2
3618,13
3619,4
3620,7
3621,2
3622,2
3623,1
3624,3
3625,13
3626,15
3627,9
3628,8
3629,12
3630,5
3631,4
3632,9
3633,19
3634,12
3635,9
3636,2
3637,3
3638,10
3639,7
3640,7
3641,9
3642,14
3643,5
3644,3
3645,13
3646,4
3647,8
3648,3
3649,4
3650,13
3651,4
3652,4
3653,8
3654,14
3655,15
3656,9
3657,3
3658,27
3659,1
3660,19
3661,8
3662,17
3663,8
3664,3
3665,22
3666,14
3667,11
3668,8
3669,12
3670,3
3671,4
3672,3
3673,6
3674,11
3675,4
3676,6
3677,13
3678,9
3679,18
3680,2
3681,5
3682,1
3683,6
3684,2
3685,8
3686,7
3687,19
3688,6
3689,6
3690,16
3691,9
3692,16
3693,24
3694,3
3695,4
3696,7
3697,2
3698,10
3699,5
3700,9
3701,14
3702,6
3703,4
3704,1
3705,5
3706,7
3707,13
3708,11
3709,6
3710,15
3711,6
3712,2
3713,4
3714,3
3715,5
3716,8
3717,18
3718,3
3719,8
3720,6
3721,4
3722,8
3723,1
3724,6
3725,27
3726,13
3727,11
3728,10
3729,13
3730,9
3731,6
3732,2
3733,3
3734,9
3735,16
3736,5
3737,6
3738,8
3739,2
3740,25
3741,17
3742,16
3743,2
3744,4
3745,14
3746,9
3747,8
3748,28
3749,2
3750,8
3751,9
3752,13
3753,2
3754,19
3755,8
3756,2
3757,3
3758,20
3759,5
3760,17
3761,4
3762,3
3763,10
3764,6
3765,5
3766,13
3767,16
3768,17
3769,11
3770,6
3771,12
3772,21
3773,9
3774,4
3775,19
3776,18
3777,11
3778,2
3779,11
3780,9
3781,6
3782,21
3783,8
3784,11
3785,22
3786,4
3787,2
3788,7
3789,8
3790,8
3791,3
3792,6
3793,7
3794,3
3795,23
3796,4
3797,8
3798,5
3799,15
3800,16
3801,14
3802,7
3803,11
3804,1
3805,15
3806,3
3807,1
3808,14
3809,29
3810,14
3811,6
3812,11
3813,4
3814,16
3815,10
3816,10
3817,6
3818,2
3819,6
3820,3
3821,3
3822,4
3823,11
3824,10
3825,16
3826,2
3827,12
3828,7
3829,13
3830,10
3831,1
3832,1
3833,3
3834,1
3835,4
3836,17
3837,6
3838,27
3839,1
3840,23
3841,2
3842,12
3843,6
3844,10
3845,7
3846,6
3847,18
3848,4
3849,4
3850,8
3851,1
3852,1
3853,5
3854,5
3855,6
3856,3
3857,10
3858,12
3859,7
3860,3
3861,7
3862,3
3863,8
3864,1
3865,12
3866,12
3867,12
3868,8
3869,20
3870,6
3871,15
3872,2
3873,6
3874,2
3875,5
3876,4
3877,5
3878,3
3879,11
3880,1
3881,15
3882,8
3883,2
3884,19
3885,10
3886,14
3887,3
3888,5
3889,17
3890,10
3891,8
3892,14
3893,3
3894,9
3895,7
3896,6
3897,6
3898,11
3899,12
3900,8
3901,3
3902,14
3903,14
3904,11
3905,10
3906,16
3907,7
3908,3
3909,3
3910,5
3911,5
3912,6
3913,13
3914,11
3915,3
3916,13
3917,12
3918,2
3919,10
3920,12
3921,2
3922,3
3923,2
3924,13
3925,14
3926,13
3927,14
3928,8
3929,2
3930,7
3931,10
3932,2
3933,3
3934,10
3935,3
3936,14
3937,11
3938,17
3939,1
3940,12
3941,11
3942,6
3943,5
3944,19
3945,5
3946,2
3947,12
3948,4
3949,16
3950,4
3951,5
3952,10
3953,6
3954,8
3955,15
3956,9
3957,12
3958,3
3959,3
3960,10
3961,26
3962,27
3963,4
3964,11
3965,1
3966,7
3967,5
3968,7
3969,7
3970,6
3971,27
3972,1
3973,6
3974,3
3975,18
3976,3
3977,9
3978,15
3979,9
3980,1
3981,7
3982,8
3983,1
3984,6
3985,10
3986,15
3987,8
3988,14
3989,6
3990,24
3991,1
3992,10
3993,6
3994,2
3995,5
3996,13
3997,5
3998,22
3999,15
4000,18
4001,6
4002,11
4003,7
4004,9
4005,2
4006,9
4007,1
4008,4
4009,9
4010,7
4011,5
4012,11
4013,23
4014,29
4015,2
4016,10
4017,7
4018,27
4019,23
4020,3
4021,11
4022,14
4023,6
4024,20
4025,11
4026,10
4027,6
4028,10
4029,11
4030,14
4031,11
4032,16
4033,15
4034,3
4035,2
4036,19
4037,2
4038,12
4039,17
4040,20
4041,10
4042,5
4043,16
4044,13
4045,11
4046,3
4047,14
4048,6
4049,8
4050,17
4051,19
4052,14
4053,8
4054,9
4055,3
4056,22
4057,9
4058,8
4059,2
4060,28
4061,25
4062,3
4063,4
4064,12
4065,7
4066,4
4067,21
4068,2
4069,14
4070,10
4071,1
4072,26
4073,1
4074,9
4075,4
4076,2
4077,8
4078,20
4079,4
4080,6
4081,5
4082,15
4083,8
4084,17
4085,11
4086,6
4087,3
4088,2
4089,3
4090,9
4091,4
4092,2
4093,8
4094,14
4095,5
4096,5
4097,2
4098,12
4099,3
4100,12
4101,5
4102,12
4103,12
4104,10
4105,13
4106,8
4107,3
4108,3
4109,4
4110,3
4111,4
4112,28
4113,6
4114,12
4115,7
4116,6
4117,9
4118,5
4119,12
4120,7
4121,4
4122,2
4123,6
4124,17
4125,11
4126,6
4127,3
4128,15
4129,13
4130,2
4131,5
4132,5
4133,7
4134,3
4135,2
4136,5
4137,17
4138,13
4139,8
4140,11
4141,8
4142,5
4143,5
4144,11
4145,13
4146,1
4147,1
4148,5
4149,1
4150,6
4151,5
4152,5
4153,8
4154,20
4155,6
4156,10
4157,1
4158,3
4159,3
4160,16
4161,11
4162,3
4163,4
4164,10
4165,8
4166,24
4167,8
4168,3
4169,8
4170,6
4171,11
4172,15
4173,9
4174,4
4175,12
4176,3
4177,4
4178,3
4179,15
4180,11
4181,5
4182,27
4183,16
4184,5
4185,6
4186,2
4187,4
4188,13
4189,11
4190,1
4191,5
4192,9
4193,11
4194,12
4195,8
4196,3
4197,9
4198,7
4199,17
4200,5
4201,2
4202,9
4203,8
4204,14
4205,9
4206,25
4207,2
4208,6
4209,14
4210,8
4211,11
4212,8
4213,3
4214,5
4215,7
4216,11
4217,8
4218,7
4219,11
4220,2
4221,12
4222,9
4223,4
4224,9
4225,9
4226,9
4227,5
4228,3
4229,12
4230,2
4231,14
4232,11
4233,5
4234,7
4235,40
4236,16
4237,6
4238,3
4239,15
4240,17
4241,5
4242,4
4243,10
4244,5
4245,3
4246,8
4247,11
4248,2
4249,18
4250,3
4251,11
4252,7
4253,15
4254,5
4255,6
4256,10
4257,8
4258,2
4259,7
4260,4
4261,16
4262,8
4263,24
4264,14
4265,3
4266,1
4267,3
4268,15
4269,5
4270,17
4271,6
4272,21
4273,1
4274,25
4275,11
4276,5
4277,16
4278,6
4279,13
4280,17
4281,15
4282,8
4283,9
4284,14
4285,6
4286,16
4287,4
4288,5
4289,4
4290,16
4291,2
4292,7
4293,5
4294,8
4295,6
4296,28
4297,12
4298,5
4299,8
4300,14
4301,3
4302,5
4303,4
4304,10
4305,14
4306,7
4307,18
4308,4
4309,23
4310,11
4311,2
4312,11
4313,9
4314,7
4315,1
4316,10
4317,3
4318,10
4319,10
4320,1
4321,23
4322,5
4323,3
4324,16
4325,11
4326,11
4327,5
4328,19
4329,4
4330,10
4331,3
4332,7
4333,13
4334,5
4335,17
4336,6
4337,9
4338,6
4339,5
4340,7
4341,12
4342,13
4343,5
4344,3
4345,8
4346,16
4347,6
4348,9
4349,3
4350,1
4351,5
4352,3
4353,11
4354,7
4355,5
4356,13
4357,2
4358,18
4359,12
4360,3
4361,6
4362,10
4363,13
4364,16
4365,5
4366,6
4367,7
4368,11
4369,8
4370,5
4371,18
4372,5
4373,12
4374,9
4375,9
4376,15
4377,26
4378,11
4379,3
4380,3
4381,11
4382,9
4383,6
4384,20
4385,6
4386,8
4387,15
4388,9
4389,5
4390,3
4391,5
4392,4
4393,19
4394,5
4395,4
4396,6
4397,4
4398,4
4399,14
4400,1
4401,12
4402,11
4403,2
4404,6
4405,6
4406,3
4407,2
4408,4
4409,11
4410,1
4411,9
4412,11
4413,2
4414,13
4415,8
4416,5
4417,9
4418,4
4419,1
4420,12
4421,7
4422,20
4423,3
4424,3
4425,4
4426,5
4427,8
4428,3
4429,3
4430,9
4431,10
4432,16
4433,3
4434,8
4435,7
4436,7
4437,7
4438,15
4439,7
4440,33
4441,14
4442,5
4443,2
4444,25
4445,4
4446,8
4447,4
4448,12
4449,11
4450,14
4451,9
4452,15
4453,16
4454,27
4455,4
4456,23
4457,28
4458,25
4459,9
4460,6
4461,2
4462,10
4463,15
4464,4
4465,6
4466,11
4467,3
4468,26
4469,2
4470,14
4471,12
4472,5
4473,10
4474,25
4475,3
4476,3
4477,17
4478,2
4479,22
4480,37
4481,12
4482,5
4483,14
4484,2
4485,28
4486,9
4487,9
4488,15
4489,2
4490,12
4491,15
4492,16
4493,23
4494,1
4495,28
4496,7
4497,8
4498,10
4499,11
4500,10
4501,25
4502,7
4503,12
4504,6
4505,16
4506,5
4507,16
4508,16
4509,12
4510,10
4511,4
4512,37
4513,7
4514,28
4515,11
4516,1
4517,26
4518,6
4519,5
4520,1
4521,13
4522,19
4523,24
4524,15
4525,25
4526,9
4527,9
4528,6
4529,4
4530,5
4531,14
4532,8
4533,8
4534,6
4535,22
4536,4
4537,6
4538,13
4539,12
4540,17
4541,11
4542,1
4543,1
4544,2
4545,12
4546,32
4547,3
4548,10
4549,23
4550,30
4551,25
4552,4
4553,5
4554,3
4555,25
4556,19
4557,2
4558,1
4559,26
4560,20
4561,1
4562,23
4563,5
4564,19
4565,1
4566,5
4567,24
4568,41
4569,10
4570,10
4571,9
4572,18
4573,27
4574,23
4575,5
4576,13
4577,18
4578,3
4579,6
4580,4
4581,21
4582,5
4583,21
4584,15
4585,4
4586,21
4587,6
4588,11
4589,6
4590,7
4591,8
4592,2
4593,23
4594,7
4595,6
4596,4
4597,18
4598,14
4599,11
4600,4
4601,8
4602,5
4603,5
4604,5
4605,15
4606,10
4607,21
4608,9
4609,10
4610,7
4611,9
4612,10
4613,17
4614,5
4615,4
4616,2
4617,17
4618,7
4619,12
4620,19
4621,4
4622,3
4623,2
4624,6
4625,22
4626,23
4627,6
4628,4
4629,21
4630,13
4631,7
4632,14
4633,13
4634,3
4635,10
4636,12
4637,6
4638,12
4639,15
4640,11
4641,3
4642,9
4643,7
4644,6
4645,9
4646,11
4647,5
4648,4
4649,3
4650,17
4651,9
4652,23
4653,1
4654,14
4655,26
4656,19
4657,7
4658,5
4659,13
4660,25
4661,10
4662,6
4663,20
4664,13
4665,19
4666,6
4667,9
4668,7
4669,7
4670,7
4671,13
4672,1
4673,1
4674,19
4675,17
4676,11
4677,29
4678,21
4679,2
4680,11
4681,16
4682,14
4683,23
4684,9
4685,7
4686,20
4687,18
4688,2
4689,5
4690,5
4691,20
4692,9
4693,9
4694,19
4695,8
4696,8
4697,8
4698,15
4699,18
4700,23
4701,25
4702,14
4703,13
4704,15
4705,21
4706,4
4707,5
4708,3
4709,1
4710,5
4711,4
4712,1
4713,4
4714,5
4715,12
4716,11
4717,22
4718,24
4719,29
4720,14
4721,2
4722,6
4723,8
4724,20
4725,20
4726,3
4727,11
4728,19
4729,1
4730,55
4731,20
4732,3
4733,10
4734,8
4735,8
4736,5
4737,8
4738,9
4739,4
4740,10
4741,6
4742,6
4743,2
4744,10
4745,8
4746,3
4747,12
4748,25
4749,3
4750,3
4751,10
4752,2
4753,2
4754,12
4755,7
4756,18
4757,25
4758,16
4759,7
4760,13
4761,11
4762,11
4763,6
4764,2
4765,2
4766,3
4767,6
4768,33
4769,18
4770,27
4771,13
4772,7
4773,12
4774,9
4775,5
4776,1
4777,3
4778,8
4779,15
4780,13
4781,6
4782,13
4783,4
4784,13
4785,26
4786,1
4787,5
4788,4
4789,5
4790,3
4791,11
4792,12
4793,6
4794,15
4795,15
4796,1
4797,2
4798,5
4799,17
4800,16
4801,7
4802,6
4803,3
4804,37
4805,7
4806,27
4807,9
4808,22
4809,18
4810,7
4811,28
4812,4
4813,12
4814,1
4815,19
4816,16
4817,11
4818,17
4819,8
4820,2
4821,10
4822,10
4823,6
4824,11
4825,31
4826,18
4827,4
4828,51
4829,6
4830,7
4831,5
4832,9
4833,1
4834,2
4835,10
4836,12
4837,15
4838,8
4839,2
4840,14
4841,21
4842,10
4843,7
4844,26
4845,5
4846,7
4847,5
4848,7
4849,22
4850,6
4851,8
4852,12
4853,19
4854,18
4855,1
4856,11
4857,19
4858,9
4859,16
4860,2
4861,3
4862,17
4863,6
4864,8
4865,4
4866,15
4867,3
4868,22
4869,3
4870,2
4871,4
4872,5
4873,19
4874,17
4875,16
4876,2
4877,3
4878,7
4879,20
4880,11
4881,8
4882,18
4883,10
4884,3
4885,17
4886,16
4887,8
4888,9
4889,20
4890,3
4891,8
4892,6
4893,1
4894,2
4895,18
4896,4
4897,14
4898,19
4899,5
4900,4
4901,11
4902,1
4903,12
4904,5
4905,5
4906,14
4907,8
4908,5
4909,11
4910,19
4911,17
4912,9
4913,2
4914,18
4915,9
4916,18
4917,16
4918,9
4919,4
4920,22
4921,10
4922,7
4923,19
4924,26
4925,17
4926,18
4927,31
4928,7
4929,8
4930,3
4931,13
4932,23
4933,20
4934,11
4935,28
4936,15
4937,7
4938,9
4939,22
4940,11
4941,12
4942,17
4943,4
4944,25
4945,10
4946,11
4947,11
4948,14
4949,3
4950,7
4951,15
4952,19
4953,17
4954,9
4955,7
4956,10
4957,3
4958,1
4959,5
4960,8
4961,11
4962,11
4963,9
4964,9
4965,17
4966,4
4967,11
4968,5
4969,7
4970,9
4971,1
4972,2
4973,5
4974,5
4975,6
4976,9
4977,4
4978,16
4979,2
4980,17
4981,6
4982,9
4983,1
4984,3
4985,3
4986,2
4987,19
4988,25
4989,13
4990,11
4991,1
4992,3
4993,2
4994,8
4995,5
4996,8
4997,5
4998,12
4999,15
5000,28
5001,6
5002,4
5003,29
5004,11
5005,1
5006,6
5007,2
5008,24
5009,1
5010,5
5011,11
5012,3
5013,1
5014,9
5015,4
5016,2
5017,13
5018,7
5019,7
5020,3
5021,3
5022,18
5023,12
5024,1
5025,5
5026,11
5027,6
5028,1
5029,21
5030,16
5031,13
5032,1
5033,6
5034,15
5035,3
5036,8
5037,14
5038,5
5039,1
5040,7
5041,7
5042,10
5043,5
5044,2
5045,10
5046,3
5047,4
5048,17
5049,2
5050,18
5051,22
5052,9
5053,2
5054,18
5055,13
5056,2
5057,24
5058,2
5059,13
5060,17
5061,3
5062,23
5063,24
5064,3
5065,15
5066,13
5067,7
5068,21
5069,1
5070,9
5071,8
5072,4
5073,9
5074,2
5075,2
5076,9
5077,6
5078,20
5079,28
5080,13
5081,10
5082,2
5083,18
5084,6
5085,7
5086,3
5087,1
5088,3
5089,2
5090,9
5091,4
5092,16
5093,5
5094,11
5095,8
5096,6
5097,5
5098,14
5099,13
5100,7
5101,3
5102,5
5103,1
5104,4
5105,8
5106,17
5107,10
5108,1
5109,3
5110,5
5111,17
5112,9
5113,10
5114,15
5115,2
5116,12
5117,5
5118,8
5119,18
5120,9
5121,9
5122,3
5123,2
5124,6
5125,5
5126,4
5127,17
5128,14
5129,7
5130,7
5131,10
5132,3
5133,16
5134,11
5135,6
5136,9
5137,17
5138,5
5139,20
5140,3
5141,4
5142,6
5143,4
5144,1
5145,9
5146,17
5147,8
5148,7
5149,2
5150,11
5151,5
5152,14
5153,1
5154,11
5155,9
5156,6
5157,8
5158,12
5159,7
5160,7
5161,3
5162,4
5163,6
5164,5
5165,5
5166,21
5167,9
5168,11
5169,6
5170,5
5171,16
5172,16
5173,12
5174,4
5175,19
5176,4
5177,4
5178,17
5179,2
5180,10
5181,1
5182,10
5183,8
5184,24
5185,7
5186,8
5187,9
5188,7
5189,14
5190,14
5191,6
5192,10
5193,9
5194,3
5195,9
5196,10
5197,16
5198,8
5199,6
5200,1
5201,9
5202,5
5203,10
5204,2
5205,3
5206,24
5207,9
5208,8
5209,2
5210,17
5211,14
5212,3
5213,23
5214,18
5215,4
5216,6
5217,6
5218,11
5219,6
5220,10
5221,9
5222,2
5223,4
5224,1
5225,9
5226,5
5227,6
5228,13
5229,5
5230,4
5231,3
5232,2
5233,9
5234,10
5235,3
5236,15
5237,10
5238,15
5239,4
5240,13
5241,14
5242,9
5243,15
5244,5
5245,7
5246,5
5247,12
5248,16
5249,11
5250,5
5251,4
5252,1
5253,5
5254,12
5255,3
5256,12
5257,16
5258,13
5259,5
5260,12
5261,3
5262,4
5263,1
5264,21
5265,8
5266,14
5267,6
5268,24
5269,3
5270,5
5271,11
5272,6
5273,15
5274,4
5275,24
5276,2
5277,12
5278,1
5279,17
5280,10
5281,16
5282,2
5283,3
5284,2
5285,3
5286,15
5287,6
5288,5
5289,9
5290,10
5291,11
5292,8
5293,4
5294,10
5295,9
5296,3
5297,11
5298,5
5299,4
5300,7
5301,8
5302,17
5303,5
5304,11
5305,2
5306,14
5307,16
5308,7
5309,12
5310,6
5311,16
5312,15
5313,15
5314,6
5315,11
5316,9
5317,3
5318,16
5319,7
5320,5
5321,3
5322,9
5323,29
5324,2
5325,7
5326,11
5327,5
5328,18
5329,4
5330,6
5331,10
5332,9
5333,10
5334,5
5335,4
5336,7
5337,13
5338,14
5339,9
5340,7
5341,2
5342,7
5343,18
5344,7
5345,22
5346,3
5347,16
5348,1
5349,18
5350,21
5351,14
5352,12
5353,19
5354,9
5355,25
5356,13
5357,6
5358,14
5359,8
5360,24
5361,14
5362,20
5363,24
5364,3
5365,4
5366,10
5367,9
5368,8
5369,15
5370,1
5371,16
5372,16
5373,8
5374,10
5375,18
5376,8
5377,8
5378,13
5379,12
5380,31
5381,7
5382,4
5383,2
5384,3
5385,7
5386,6
5387,14
5388,20
5389,12
5390,8
5391,18
5392,3
5393,7
5394,1
5395,5
5396,4
5397,9
5398,2
5399,9
5400,5
5401,3
5402,10
5403,2
5404,8
5405,16
5406,13
5407,4
5408,6
5409,6
5410,9
5411,7
5412,8
5413,6
5414,2
5415,15
5416,2
5417,10
5418,7
5419,20
5420,12
5421,3
5422,27
5423,8
5424,2
5425,19
5426,17
5427,9
5428,4
5429,5
5430,9
5431,1
5432,3
5433,3
5434,11
5435,11
5436,20
5437,1
5438,12
5439,5
5440,14
5441,11
5442,2
5443,2
5444,13
5445,4
5446,3
5447,9
5448,20
5449,11
5450,1
5451,18
5452,1
5453,8
5454,1
5455,9
5456,30
5457,2
5458,6
5459,4
5460,11
5461,10
5462,13
5463,6
5464,15
5465,6
5466,5
5467,2
5468,3
5469,14
5470,7
5471,19
5472,1
5473,18
5474,2
5475,11
5476,2
5477,18
5478,4
5479,9
5480,11
5481,16
5482,7
5483,19
5484,16
5485,9
5486,6
5487,27
5488,9
5489,6
5490,22
5491,15
5492,10
5493,8
5494,12
5495,4
5496,15
5497,1
5498,20
5499,14
5500,3
5501,7
5502,7
5503,18
5504,6
5505,5
5506,1
5507,18
5508,6
5509,27
5510,20
5511,3
5512,9
5513,4
5514,9
5515,5
5516,8
5517,2
5518,17
5519,3
5520,11
5521,15
5522,9
5523,3
5524,20
5525,24
5526,5
5527,1
5528,15
5529,15
5530,6
5531,12
5532,1
5533,15
5534,13
5535,8
5536,1
5537,2
5538,7
5539,16
5540,2
5541,27
5542,2
5543,18
5544,7
5545,16
5546,2
5547,4
5548,6
5549,3
5550,2
5551,4
5552,24
5553,6
5554,11
5555,15
5556,10
5557,26
5558,8
5559,1
5560,5
5561,5
5562,28
5563,13
5564,24
5565,8
5566,9
5567,4
5568,7
5569,20
5570,1
5571,9
5572,4
5573,17
5574,4
5575,2
5576,3
5577,7
5578,2
5579,15
5580,13
5581,7
5582,8
5583,23
5584,7
5585,18
5586,4
5587,6
5588,14
5589,2
5590,2
5591,2
5592,1
5593,1
5594,12
5595,14
5596,5
5597,18
5598,18
5599,15
5600,2
5601,9
5602,11
5603,6
5604,2
5605,11
5606,16
5607,9
5608,1
5609,7
5610,10
5611,13
5612,18
5613,14
5614,13
5615,14
5616,15
5617,4
5618,2
5619,9
5620,1
5621,1
5622,7
5623,4
5624,17
5625,12
5626,13
5627,12
5628,14
5629,15
5630,13
5631,8
5632,5
5633,7
5634,12
5635,3
5636,4
5637,1
5638,7
5639,6
5640,12
5641,4
5642,21
5643,8
5644,7
5645,5
5646,1
5647,3
5648,3
5649,11
5650,19
5651,11
5652,5
5653,15
5654,15
5655,18
5656,9
5657,12
5658,3
5659,13
5660,8
5661,5
5662,1
5663,6
5664,10
5665,12
5666,20
5667,5
5668,17
5669,3
5670,1
5671,7
5672,12
5673,8
5674,4
5675,2
5676,7
5677,9
5678,3
5679,5
5680,9
5681,4
5682,14
5683,4
5684,4
5685,16
5686,8
5687,1
5688,10
5689,10
5690,16
5691,1
5692,10
5693,4
5694,15
5695,12
5696,11
5697,7
5698,3
5699,13
5700,12
5701,18
5702,15
5703,20
5704,20
5705,7
5706,17
5707,17
5708,2
5709,9
5710,3
5711,15
5712,18
5713,2
5714,14
5715,17
5716,15
5717,5
5718,17
5719,10
5720,12
5721,19
5722,17
5723,11
5724,6
5725,24
5726,1
5727,11
5728,36
5729,3
5730,2
5731,14
5732,4
5733,7
5734,7
5735,10
5736,4
5737,11
5738,28
5739,6
5740,4
5741,4
5742,3
5743,7
5744,5
5745,11
5746,1
5747,9
5748,19
5749,2
5750,6
5751,2
5752,24
5753,11
5754,3
5755,5
5756,16
5757,12
5758,3
5759,30
5760,34
5761,3
5762,4
5763,14
5764,16
5765,21
5766,15
5767,13
5768,10
5769,7
5770,3
5771,15
5772,9
5773,2
5774,3
5775,5
5776,5
5777,3
5778,7
5779,9
5780,4
5781,15
5782,15
5783,7
5784,8
5785,12
5786,10
5787,10
5788,22
5789,2
5790,14
5791,7
5792,21
5793,7
5794,1
5795,1
5796,8
5797,27
